Région,Localisation,Type de bien,Nature,Superficie,Salles de bains,Chambres,Prix
Monastir,Monastir,Maison,À Vendre,220.0,1.0,7.0,120000.0
Sousse,Sousse,villa,À Vendre,350.0,2.0,4.0,721132.2227141138
Tunis,Tunis,Maison,À Vendre,290.0,5.0,10.0,572801.9012140401
Ariana,Ariana,villa,À Vendre,402.0,2.0,4.0,620000.0
La Manouba,La_Manouba,villa,À Vendre,400.0,2.0,4.0,600000.0
Ben Arous,Ben_Arous,villa,À Vendre,620.0,3.0,4.0,850000.0
Sousse,Sousse,Maison,À Vendre,140.0,1.0,3.0,155000.0
Médenine,Mdenine,villa,À Vendre,108.0,1.0,3.0,494566.60038471513
La Manouba,La_Manouba,Maison,À Vendre,80.0,1.0,3.0,170000.0
Sfax,Sfax,villa,À Vendre,220.0,4.0,3.0,566642.947598373
Sousse,Sousse,Maison,À Vendre,140.0,1.0,2.0,308800.2128990294
Nabeul,Nabeul,villa,À Vendre,420.0,3.0,3.0,750000.0
Médenine,Mdenine,Maison,À Vendre,250.0,2.0,6.0,285000.0
Ben Arous,Ben_Arous,Maison,À Vendre,97.0,1.0,2.0,199279.86699182916
Ben Arous,Ben_Arous,Appartement,À Vendre,85.0,2.0,4.0,215000.0
La Manouba,La_Manouba,Maison,À Vendre,230.0,2.0,6.0,440000.0
Bizerte,Bizerte,Maison,À Vendre,111.0,1.0,4.0,390000.0
La Manouba,La_Manouba,Maison,À Vendre,104.0,1.0,2.0,100000.0
Kairouan,Kairouan,Maison,À Vendre,200.0,1.0,2.0,75000.0
Sousse,Sousse,Villa,À Vendre,720.0,4.0,5.0,1200000.0
Nabeul,Nabeul,villa,À Vendre,1000.0,5.0,6.0,810057.6315716514
Tunis,Tunis,villa,À Vendre,627.0,3.0,7.0,950000.0
La Manouba,La_Manouba,Appartement,À Vendre,300.0,1.0,4.0,670000.0
Tunis,Tunis,Appartement,À Vendre,100.0,1.0,1.0,140000.0
Ariana,Ariana,Maison,À Vendre,507.0,3.0,5.0,599997.0
Ben Arous,Ben_Arous,Maison,À Vendre,269.0,2.0,5.0,312181.59563512634
Nabeul,Nabeul,Maison,À Vendre,100.0,1.0,2.0,322198.16062388173
Nabeul,Nabeul,villa,À Vendre,400.0,2.0,4.0,734545.797204638
La Manouba,La_Manouba,Maison,À Vendre,110.0,1.0,3.0,180000.0
Nabeul,Nabeul,villa,À Vendre,402.0,3.0,5.0,550000.0
Mahdia,Mahdia,villa,À Vendre,402.0,2.0,3.0,594560.3791406932
La Manouba,La_Manouba,Maison,À Vendre,189.0,2.0,4.0,237171.4414195141
Tunis,Tunis,Villa,À Vendre,600.0,5.0,10.0,120000.0
Nabeul,Nabeul,villa,À Vendre,319.0,3.0,3.0,696999.0621052261
Ariana,Ariana,villa,À Vendre,238.0,3.0,4.0,694835.792592331
Ben Arous,Ben_Arous,Villa,À Vendre,110.0,2.0,5.0,240000.0
Tunis,Tunis,villa,À Vendre,600.0,2.0,3.0,850000.0
Nabeul,Nabeul,villa,À Vendre,300.0,3.0,4.0,950000.0
Ariana,Ariana,villa,À Vendre,235.0,1.0,4.0,270000.0
Sousse,Sousse,Appartement,À Vendre,114.0,1.0,3.0,160000.0
Sousse,Sousse,Maison,À Vendre,359.0,2.0,4.0,330000.0
Ariana,Ariana,Maison,À Vendre,189.0,1.0,3.0,140000.0
Tunis,Tunis,villa,À Vendre,615.0,5.0,6.0,759478.613029174
Tunis,Tunis,Appartement,À Vendre,110.0,2.0,4.0,442445.2954585018
Sfax,Sfax,Maison,À Vendre,170.0,1.0,3.0,229404.06072065316
Nabeul,Nabeul,villa,À Vendre,164.0,3.0,4.0,700000.0
Ben Arous,Ben_Arous,villa,À Vendre,325.0,2.0,4.0,450000.0
Mahdia,Mahdia,villa,À Vendre,400.0,2.0,3.0,594560.0318792339
Sousse,Sousse,villa,,402.0,2.0,5.0,758742.385304082
Ben Arous,Ben_Arous,villa,À Vendre,409.0,3.0,3.0,900000.0
Tunis,Tunis,villa,À Vendre,412.0,2.0,4.0,700000.0
La Manouba,La_Manouba,villa,À Vendre,300.0,2.0,4.0,499000.0
Ben Arous,Ben_Arous,villa,À Vendre,240.0,1.0,3.0,330000.0
Ben Arous,Ben_Arous,Villa,À Vendre,590.0,4.0,5.0,790000.0
Ben Arous,Ben_Arous,villa,À Vendre,429.0,3.0,6.0,650000.0
Tunis,Tunis,Appartement,À Vendre,117.0,1.0,2.0,210000.0
Ben Arous,Ben_Arous,villa,À Vendre,354.0,2.0,3.0,700000.0
Ben Arous,Ben_Arous,villa,À Vendre,200.0,1.0,3.0,573923.7017450952
Tunis,Tunis,villa,À Vendre,90.0,1.0,3.0,400000.0
Bizerte,Bizerte,villa,À Vendre,519.0,1.0,4.0,563708.3709229704
Sfax,Sfax,villa,À Vendre,1000.0,2.0,3.0,650000.0
Tunis,Tunis,Maison,À Vendre,85.0,2.0,4.0,346954.11581715505
Ben Arous,Ben_Arous,villa,À Vendre,354.0,1.0,4.0,700000.0
Tunis,Tunis,villa,À Louer,314.0,3.0,4.0,684087.1570320544
Ariana,Ariana,villa,À Vendre,450.0,2.0,5.0,850000.0
Tunis,Tunis,Maison,À Vendre,117.0,1.0,3.0,460000.0
Médenine,Mdenine,villa,À Vendre,450.0,4.0,3.0,494831.3704394201
Ariana,Ariana,Appartement,À Vendre,257.0,1.0,3.0,415563.05409775674
Nabeul,Nabeul,villa,À Vendre,1000.0,3.0,6.0,809920.7060082168
Nabeul,Nabeul,Maison,sale,189.0,5.0,4.0,600000.0
Ben Arous,Ben_Arous,villa,À Vendre,300.0,2.0,3.0,350000.0
Bizerte,Bizerte,Maison,À Vendre,95.0,1.0,3.0,125000.0
Ariana,Ariana,Maison,À Vendre,100.0,3.0,7.0,470590.415931624
Tunis,Tunis,villa,À Vendre,100.0,2.0,4.0,683981.5372741839
Ben Arous,Ben_Arous,villa,À Vendre,372.0,1.0,4.0,611554.700022626
Ben Arous,Ben_Arous,Maison,À Vendre,102.0,1.0,6.0,199000.0
Tunis,Tunis,Villa,À Vendre,140.0,2.0,6.0,420000.0
Tunis,Tunis,villa,À Vendre,204.0,2.0,3.0,300000.0
Ben Arous,Ben_Arous,villa,À Vendre,200.0,3.0,8.0,255000.0
Sousse,Sousse,villa,À Vendre,300.0,3.0,8.0,871596.5391274448
Sfax,Sfax,villa,À Vendre,770.0,1.0,5.0,641735.3237385985
Nabeul,Nabeul,Maison,À Vendre,186.0,1.0,3.0,359814.2266586594
Sousse,Sousse,villa,À Vendre,400.0,2.0,4.0,900000.0
Ben Arous,Ben_Arous,Maison,À Vendre,128.0,2.0,4.0,274555.9799102158
Ariana,Ariana,villa,À Vendre,200.0,1.0,3.0,350000.0
Tunis,Tunis,Appartement,À Vendre,700.0,2.0,4.0,900000.0
Ben Arous,Ben_Arous,Villa,À Vendre,300.0,3.0,6.0,650000.0
La Manouba,La_Manouba,villa,À Vendre,400.0,3.0,4.0,680000.0
Tunis,Tunis,villa,À Vendre,500.0,2.0,5.0,721652.1233580837
Ben Arous,Ben_Arous,villa,À Vendre,278.0,1.0,3.0,500000.0
Gafsa,Gafsa,Maison,À Vendre,150.0,2.0,5.0,90578.94739399641
Ariana,Ariana,Maison,À Vendre,150.0,1.0,4.0,340000.0
Médenine,Mdenine,villa,À Vendre,456.0,2.0,4.0,532296.6204523882
Nabeul,Nabeul,Appartement,À Vendre,500.0,1.0,2.0,417754.4517888613
Ben Arous,Ben_Arous,villa,À Vendre,402.0,2.0,4.0,611628.3717262339
Ben Arous,Ben_Arous,villa,À Vendre,412.0,1.0,4.0,460000.0
Tunis,Tunis,Maison,À Vendre,405.0,1.0,4.0,346941.2148689378
La Manouba,La_Manouba,villa,À Vendre,220.0,1.0,3.0,536532.0443944762
Ariana,Ariana,villa,À Vendre,500.0,4.0,6.0,450000.0
Bizerte,Bizerte,Maison,À Vendre,215.0,1.0,4.0,219999.0
Sousse,Sousse,Maison,À Vendre,300.0,3.0,9.0,572172.8559233858
Ariana,Ariana,Appartement,À Vendre,90.0,1.0,2.0,377932.9239738744
Tunis,Tunis,villa,À Vendre,255.0,2.0,4.0,210000.0
Tunis,Tunis,villa,À Vendre,603.0,2.0,5.0,721670.0073232413
Sousse,Sousse,Maison,À Vendre,330.0,1.0,3.0,215000.0
Ben Arous,Ben_Arous,Appartement,À Vendre,378.0,1.0,3.0,270000.0
La Manouba,La_Manouba,villa,À Vendre,402.0,3.0,2.0,499099.43695868936
Tunis,Tunis,Maison,À Vendre,304.0,1.0,4.0,346923.67816523934
Tunis,Tunis,Maison,À Vendre,133.0,1.0,4.0,200000.0
Sousse,Sousse,villa,À Vendre,140.0,2.0,3.0,683494.6264688547
Nabeul,Nabeul,Maison,À Vendre,130.0,1.0,3.0,359804.5033377969
La Manouba,La_Manouba,Maison,À Vendre,300.0,2.0,3.0,199589.58063848488
Nabeul,Nabeul,villa,À Vendre,385.0,4.0,5.0,772281.2520991517
Sfax,Sfax,villa,À Vendre,758.0,3.0,5.0,570000.0
Ben Arous,Ben_Arous,villa,À Vendre,530.0,2.0,6.0,686852.864043683
Ariana,Ariana,villa,À Vendre,320.0,5.0,6.0,1100000.0
Ben Arous,Ben_Arous,Maison,À Vendre,260.0,1.0,3.0,485000.0
Tunis,Tunis,Maison,À Vendre,90.0,1.0,3.0,309285.3873970617
Nabeul,Nabeul,Maison,À Vendre,290.0,4.0,5.0,435239.9401837479
Kairouan,Kairouan,Maison,À Vendre,250.0,2.0,4.0,360000.0
Siliana,Siliana,Maison,,189.0,1.0,3.0,320064.4083350335
Médenine,Mdenine,Appartement,À Vendre,170.0,1.0,3.0,253039.3873669766
Tunis,Tunis,villa,À Vendre,536.0,5.0,9.0,680000.0
Sfax,Sfax,Maison,À Vendre,425.0,2.0,6.0,310000.0
Ariana,Ariana,villa,À Vendre,220.0,2.0,5.0,280000.0
Ben Arous,Ben_Arous,Appartement,À Vendre,166.0,1.0,3.0,168998.0
Sfax,Sfax,Maison,À Vendre,600.0,1.0,5.0,304680.9895184679
Ben Arous,Ben_Arous,Maison,À Vendre,203.0,3.0,4.0,274637.46499665966
Ben Arous,Ben_Arous,Maison,À Vendre,640.0,2.0,6.0,349847.14642786497
Ben Arous,Ben_Arous,Maison,À Vendre,97.0,1.0,2.0,125000.0
Sousse,Sousse,Maison,À Vendre,200.0,1.0,3.0,200000.0
Bizerte,Bizerte,Appartement,À Vendre,147.0,1.0,3.0,284504.66837652295
Nabeul,Nabeul,villa,À Vendre,202.0,2.0,5.0,400000.0
Gabès,Gabs,villa,À Vendre,390.0,2.0,3.0,300000.0
Gabès,Gabs,villa,À Vendre,520.0,3.0,6.0,523388.8643882035
Ariana,Ariana,villa,À Vendre,300.0,4.0,6.0,770117.288063338
Nabeul,Nabeul,Villa,À Vendre,288.0,3.0,6.0,650000.0
Ariana,Ariana,villa,À Vendre,470.0,2.0,5.0,870000.0
Nabeul,Nabeul,villa,À Vendre,816.0,2.0,4.0,480000.0
Ariana,Ariana,Appartement,À Vendre,90.0,2.0,4.0,190000.0
Ben Arous,Ben_Arous,villa,À Vendre,600.0,3.0,4.0,850000.0
Ben Arous,Ben_Arous,Appartement,À Vendre,200.0,2.0,2.0,300000.0
Nabeul,Nabeul,Maison,À Vendre,140.0,1.0,3.0,200000.0
La Manouba,La_Manouba,villa,À Vendre,260.0,3.0,4.0,950000.0
Tunis,Tunis,villa,À Vendre,470.0,3.0,5.0,1250000.0
Sousse,Sousse,villa,À Vendre,450.0,2.0,4.0,750000.0
Tunis,Tunis,villa,À Vendre,1059.0,1.0,4.0,684079.5863622371
Tunis,Tunis,Maison,À Vendre,115.0,2.0,4.0,275000.0
Bizerte,Bizerte,Maison,À Vendre,189.0,1.0,4.0,226626.25578608984
Gafsa,Gafsa,villa,À Vendre,350.0,2.0,6.0,465239.6243280421
Ariana,Ariana,villa,À Vendre,480.0,2.0,7.0,460000.0
Jendouba,Jendouba,villa,À Vendre,402.0,1.0,4.0,518354.36503442633
Gafsa,Gafsa,villa,À Vendre,220.0,2.0,4.0,280000.0
Bizerte,Bizerte,villa,À Vendre,202.0,4.0,6.0,520000.0
Nabeul,Nabeul,villa,À Vendre,650.0,3.0,4.0,734657.6676687773
La Manouba,La_Manouba,villa,À Vendre,690.0,3.0,7.0,520000.0
La Manouba,La_Manouba,villa,À Vendre,1250.0,3.0,3.0,950000.0
Nabeul,Nabeul,villa,À Vendre,345.0,3.0,4.0,780000.0
Nabeul,Nabeul,villa,À Vendre,505.0,2.0,5.0,1049998.0
Nabeul,Nabeul,Appartement,À Vendre,400.0,1.0,2.0,300000.0
Nabeul,Nabeul,Appartement,À Vendre,750.0,2.0,4.0,493068.58983704954
Tunis,Tunis,villa,À Vendre,461.0,3.0,10.0,909719.4835014658
Ben Arous,Ben_Arous,Villa,À Vendre,385.0,5.0,6.0,400000.0
La Manouba,La_Manouba,Appartement,À Vendre,119.0,2.0,3.0,370000.0
Ben Arous,Ben_Arous,villa,À Vendre,195.0,1.0,5.0,380000.0
Sidi Bouzid,Sidi_Bouzid,Maison,À Vendre,400.0,2.0,3.0,191562.39180530823
Tunis,Tunis,Maison,À Vendre,170.0,1.0,4.0,346900.41164746124
Ariana,Ariana,villa,À Vendre,481.0,2.0,4.0,1190000.0
Sfax,Sfax,Maison,À Vendre,189.0,1.0,3.0,229407.35970451724
Tunis,Tunis,Maison,À Vendre,207.0,1.0,3.0,309305.7021924351
Béja,Bja,Maison,À Vendre,200.0,1.0,4.0,182952.67696289436
Nabeul,Nabeul,villa,À Vendre,750.0,2.0,4.0,734606.5679600287
Sfax,Sfax,Appartement,À Vendre,1472.0,2.0,3.0,700000.0
Nabeul,Nabeul,villa,À Vendre,300.0,3.0,4.0,600000.0
Tunis,Tunis,Maison,À Vendre,108.0,1.0,2.0,50000.0
Ben Arous,Ben_Arous,Maison,À Vendre,100.0,2.0,5.0,312152.25204180914
Ariana,Ariana,villa,À Vendre,550.0,3.0,7.0,450000.0
La Manouba,La_Manouba,Maison,À Vendre,280.0,3.0,7.0,350059.1059737066
Ariana,Ariana,Maison,À Vendre,189.0,1.0,4.0,357665.542127058
Médenine,Mdenine,villa,À Vendre,220.0,4.0,5.0,820000.0
Tunis,Tunis,villa,À Vendre,1000.0,3.0,7.0,797009.6690886938
Tunis,Tunis,Villa,À Vendre,145.0,3.0,7.0,550000.0
Bizerte,Bizerte,Appartement,À Vendre,95.0,1.0,2.0,350000.0
Sfax,Sfax,villa,À Vendre,402.0,2.0,4.0,700000.0
Tunis,Tunis,villa,À Vendre,294.0,3.0,5.0,640000.0
Nabeul,Nabeul,Maison,À Vendre,189.0,1.0,8.0,547820.4165109713
Sfax,Sfax,villa,À Vendre,650.0,1.0,3.0,250000.0
Tunis,Tunis,villa,À Vendre,90.0,1.0,2.0,235000.0
Ben Arous,Ben_Arous,villa,À Vendre,270.0,2.0,6.0,550000.0
Tunis,Tunis,Maison,À Vendre,128.0,3.0,7.0,399999.0
La Manouba,La_Manouba,villa,sale,402.0,3.0,4.0,574301.7045427385
Ben Arous,Ben_Arous,villa,À Vendre,103.0,1.0,2.0,239000.0
Ben Arous,Ben_Arous,Villa,À Vendre,500.0,2.0,6.0,630000.0
Ben Arous,Ben_Arous,Appartement,À Vendre,300.0,2.0,3.0,328000.0
Ben Arous,Ben_Arous,Appartement,À Vendre,200.0,1.0,1.0,248000.0
Ben Arous,Ben_Arous,Appartement,À Vendre,750.0,2.0,4.0,950000.0
Ben Arous,Ben_Arous,villa,À Vendre,400.0,2.0,4.0,890000.0
Sousse,Sousse,villa,À Vendre,200.0,2.0,3.0,380000.0
Sousse,Sousse,Maison,À Vendre,189.0,1.0,4.0,424000.0
Tunis,Tunis,villa,À Vendre,505.0,2.0,5.0,720000.0
Sousse,Sousse,Maison,À Vendre,70.0,2.0,3.0,180000.0
Tunis,Tunis,villa,À Vendre,450.0,2.0,4.0,700000.0
Gabès,Gabs,Appartement,À Vendre,150.0,1.0,4.0,120000.0
La Manouba,La_Manouba,Maison,À Vendre,432.0,2.0,3.0,199612.49989480362
Ariana,Ariana,villa,À Vendre,206.0,3.0,4.0,694830.236408981
Ben Arous,Ben_Arous,Maison,À Vendre,122.0,1.0,3.0,170000.0
Tunis,Tunis,Maison,À Vendre,143.0,1.0,3.0,309294.58982573514
Ben Arous,Ben_Arous,villa,À Vendre,705.0,3.0,5.0,975000.0
La Manouba,La_Manouba,Maison,À Vendre,110.0,2.0,4.0,237157.72459186878
Ariana,Ariana,Appartement,À Vendre,169.0,1.0,7.0,380000.0
Nabeul,Nabeul,villa,À Vendre,514.0,6.0,5.0,772440.576026716
Sfax,Sfax,villa,À Vendre,700.0,1.0,6.0,679324.3033795448
Ariana,Ariana,Maison,À Vendre,500.0,1.0,4.0,500000.0
Ariana,Ariana,villa,À Vendre,400.0,5.0,5.0,732601.9801259995
Tunis,Tunis,Maison,À Vendre,150.0,1.0,2.0,271694.6714488184
Tunis,Tunis,Maison,À Vendre,145.0,1.0,3.0,250000.0
La Manouba,La_Manouba,Maison,À Vendre,189.0,2.0,6.0,312373.70900356316
Ben Arous,Ben_Arous,villa,À Vendre,410.0,1.0,3.0,573960.1641983296
Nabeul,Nabeul,villa,À Louer,1000.0,3.0,4.0,650000.0
Ben Arous,Ben_Arous,Maison,À Vendre,415.0,1.0,3.0,460000.0
Tunis,Tunis,villa,À Vendre,387.0,2.0,6.0,250000.0
Ben Arous,Ben_Arous,villa,À Vendre,387.0,2.0,5.0,480000.0
Ben Arous,Ben_Arous,villa,À Vendre,618.0,2.0,5.0,580000.0
Ariana,Ariana,Maison,À Vendre,250.0,3.0,4.0,295000.0
Ben Arous,Ben_Arous,villa,À Vendre,315.0,1.0,4.0,550000.0
Tunis,Tunis,villa,À Vendre,402.0,2.0,6.0,950000.0
Sousse,Sousse,Villa,À Vendre,131.0,2.0,6.0,400000.0
Ariana,Ariana,Villa,À Vendre,100.0,3.0,5.0,380000.0
Sousse,Sousse,Maison,À Vendre,110.0,1.0,3.0,245000.0
Sousse,Sousse,villa,À Vendre,350.0,2.0,3.0,179998.0
Ben Arous,Ben_Arous,Appartement,À Vendre,76.0,1.0,2.0,89000.0
Tunis,Tunis,villa,À Vendre,300.0,3.0,6.0,950000.0
Tunis,Tunis,villa,À Vendre,402.0,2.0,4.0,650000.0
Ariana,Ariana,villa,À Vendre,958.0,3.0,4.0,694960.8067177059
Ariana,Ariana,villa,À Vendre,530.0,4.0,6.0,770157.2231311661
Ariana,Ariana,Maison,À Vendre,1000.0,1.0,4.0,357806.35664883466
Ben Arous,Ben_Arous,Appartement,À Vendre,200.0,2.0,6.0,445257.5877799069
Tunis,Tunis,villa,À Vendre,316.0,4.0,6.0,759358.2346592802
Bizerte,Bizerte,Maison,À Vendre,189.0,1.0,2.0,151423.98820204075
Ben Arous,Ben_Arous,Appartement,À Vendre,260.0,2.0,2.0,359999.0
Le Kef,Le_Kef,villa,À Vendre,580.0,2.0,3.0,370000.0
Sousse,Sousse,villa,À Louer,210.0,2.0,5.0,758709.048203982
Mahdia,Mahdia,Maison,À Vendre,80.0,1.0,2.0,219810.05647590835
Ariana,Ariana,Villa,À Vendre,415.0,5.0,5.0,611900.60862088
Nabeul,Nabeul,villa,À Vendre,380.0,5.0,5.0,1150000.0
Ben Arous,Ben_Arous,Maison,À Vendre,150.0,1.0,3.0,120000.0
Tunis,Tunis,Appartement,À Vendre,120.0,1.0,4.0,120000.0
Tunis,Tunis,villa,À Vendre,510.0,2.0,7.0,950000.0
Ben Arous,Ben_Arous,villa,À Vendre,510.0,4.0,6.0,850000.0
Tunis,Tunis,villa,À Vendre,90.0,1.0,4.0,683911.3381851699
Tunis,Tunis,Appartement,À Vendre,140.0,1.0,2.0,367179.774014626
Nabeul,Nabeul,villa,À Vendre,500.0,3.0,4.0,550000.0
Le Kef,Le_Kef,villa,À Vendre,550.0,2.0,4.0,365000.0
Tunis,Tunis,Maison,À Vendre,115.0,2.0,6.0,422161.5923230948
Le Kef,Le_Kef,villa,À Vendre,200.0,1.0,3.0,150000.0
Béja,Bja,Villa,À Vendre,477.0,5.0,8.0,550000.0
Ariana,Ariana,villa,À Vendre,750.0,1.0,7.0,807591.1673385701
Sfax,Sfax,Maison,À Vendre,189.0,1.0,2.0,191806.2259124927
Bizerte,Bizerte,Maison,À Vendre,130.0,1.0,6.0,301818.2791570873
Sousse,Sousse,villa,À Vendre,380.0,2.0,3.0,683536.2978439798
Ben Arous,Ben_Arous,Appartement,À Vendre,200.0,2.0,3.0,370000.0
Le Kef,Le_Kef,Appartement,À Vendre,500.0,1.0,3.0,350000.0
Kairouan,Kairouan,Appartement,À Vendre,200.0,1.0,3.0,230000.0
Le Kef,Le_Kef,villa,À Vendre,750.0,2.0,4.0,700000.0
Tunis,Tunis,villa,À Vendre,388.0,1.0,3.0,646361.9463505922
Sfax,Sfax,villa,À Vendre,400.0,3.0,3.0,360000.0
Sfax,Sfax,Maison,À Vendre,406.0,1.0,3.0,180000.0
Tunis,Tunis,Maison,À Vendre,105.0,1.0,4.0,160000.0
Ariana,Ariana,villa,À Vendre,440.0,2.0,4.0,1250000.0
Tunis,Tunis,Villa,À Vendre,970.0,6.0,9.0,751708.1401299394
Tunis,Tunis,villa,À Vendre,160.0,2.0,3.0,480000.0
Nabeul,Nabeul,villa,À Vendre,640.0,2.0,7.0,847390.8699558366
Ariana,Ariana,villa,À Vendre,220.0,5.0,8.0,900000.0
Ben Arous,Ben_Arous,Maison,sale,189.0,2.0,4.0,210000.0
Ariana,Ariana,villa,À Vendre,480.0,2.0,4.0,680000.0
Nabeul,Nabeul,Appartement,À Vendre,174.0,1.0,4.0,250000.0
Ben Arous,Ben_Arous,villa,À Vendre,350.0,1.0,3.0,480000.0
Tunis,Tunis,villa,À Vendre,300.0,2.0,4.0,500000.0
Mahdia,Mahdia,villa,À Vendre,402.0,2.0,4.0,632161.5129327178
Nabeul,Nabeul,villa,À Vendre,269.0,1.0,2.0,659252.3212132826
Jendouba,Jendouba,villa,À Vendre,120.0,1.0,3.0,98000.0
Sousse,Sousse,Appartement,À Vendre,360.0,2.0,3.0,441994.84710640693
Ariana,Ariana,villa,À Vendre,230.0,4.0,4.0,355000.0
Tunis,Tunis,villa,À Vendre,422.0,2.0,7.0,796840.8477452169
Tunis,Tunis,Villa,À Vendre,200.0,3.0,6.0,220000.0
Nabeul,Nabeul,Maison,À Vendre,250.0,1.0,4.0,397426.47281738394
Sousse,Sousse,villa,À Vendre,150.0,2.0,5.0,758698.6303602008
Ariana,Ariana,villa,À Vendre,542.0,4.0,4.0,694957.0391158733
Médenine,Mdenine,villa,À Vendre,375.0,2.0,5.0,569883.690155308
Ben Arous,Ben_Arous,Maison,À Vendre,146.0,2.0,5.0,330000.0
Ben Arous,Ben_Arous,Villa,À Vendre,100.0,2.0,6.0,300000.0
Tunis,Tunis,Villa,À Vendre,480.0,3.0,5.0,1100000.0
La Manouba,La_Manouba,villa,À Vendre,402.0,3.0,4.0,574301.7045427385
Sfax,Sfax,Maison,À Vendre,670.0,4.0,4.0,267297.39822267334
Sousse,Sousse,Maison,À Vendre,300.0,1.0,3.0,346429.1276078039
Nabeul,Nabeul,Appartement,À Vendre,133.0,2.0,3.0,90000.0
Nabeul,Nabeul,Maison,À Vendre,170.0,1.0,3.0,359811.44856698444
Bizerte,Bizerte,villa,À Vendre,550.0,3.0,5.0,601451.8128310498
Tunis,Tunis,Villa,À Vendre,640.0,4.0,10.0,900000.0
Tunis,Tunis,villa,À Vendre,580.0,4.0,8.0,880000.0
Monastir,Monastir,Maison,À Vendre,155.0,3.0,9.0,284187.00967073743
Ben Arous,Ben_Arous,Maison,À Vendre,341.0,1.0,2.0,199322.23288987292
Tozeur,Tozeur,Maison,À Vendre,800.0,2.0,4.0,800000.0
Ariana,Ariana,villa,À Vendre,190.0,2.0,3.0,590000.0
Nabeul,Nabeul,Maison,À Vendre,72.0,1.0,1.0,100000.0
Tunis,Tunis,villa,À Vendre,278.0,1.0,3.0,1100000.0
Ariana,Ariana,villa,À Vendre,500.0,3.0,4.0,694881.2838435092
Ben Arous,Ben_Arous,Appartement,À Louer,110.0,2.0,2.0,294837.4258461369
La Manouba,La_Manouba,Appartement,À Vendre,105.0,1.0,2.0,97000.0
Ben Arous,Ben_Arous,villa,À Vendre,381.0,1.0,1.0,498752.8613231195
Ben Arous,Ben_Arous,villa,,402.0,2.0,4.0,611628.3717262339
Ben Arous,Ben_Arous,villa,À Vendre,213.0,1.0,3.0,573925.9589445811
Ariana,Ariana,villa,À Vendre,646.0,2.0,5.0,732439.3049403508
Nabeul,Nabeul,villa,À Vendre,500.0,2.0,4.0,734563.1602776067
Bizerte,Bizerte,Maison,À Vendre,333.0,1.0,4.0,226651.25861116484
Ariana,Ariana,Maison,À Vendre,214.0,1.0,1.0,165000.0
Ben Arous,Ben_Arous,villa,À Vendre,270.0,4.0,6.0,686944.6456173987
Ben Arous,Ben_Arous,villa,À Vendre,204.0,3.0,6.0,350000.0
Sfax,Sfax,Appartement,À Vendre,100.0,1.0,2.0,149000.0
Ben Arous,Ben_Arous,villa,À Vendre,326.0,2.0,5.0,649216.3095828022
Kairouan,Kairouan,villa,À Vendre,392.0,3.0,3.0,620000.0
Nabeul,Nabeul,villa,À Vendre,300.0,3.0,4.0,734596.8969133865
Tunis,Tunis,Maison,À Vendre,246.0,2.0,6.0,422184.3379486838
Nabeul,Nabeul,Appartement,À Vendre,193.0,1.0,4.0,250000.0
Kairouan,Kairouan,Maison,À Vendre,222.0,1.0,4.0,238446.88037474
Nabeul,Nabeul,Maison,À Vendre,500.0,4.0,4.0,397675.2688449577
Sousse,Sousse,villa,À Vendre,265.0,5.0,6.0,920000.0
Nabeul,Nabeul,Maison,À Vendre,300.0,4.0,3.0,360039.40890699567
Ben Arous,Ben_Arous,Maison,À Vendre,400.0,2.0,3.0,600000.0
Tunis,Tunis,Appartement,À Vendre,210.0,2.0,3.0,600000.0
Sfax,Sfax,Appartement,À Vendre,339.0,1.0,3.0,320000.0
Tunis,Tunis,villa,À Vendre,110.0,1.0,2.0,130000.0
Tunis,Tunis,Maison,À Vendre,126.0,1.0,1.0,250000.0
Nabeul,Nabeul,villa,À Vendre,275.0,4.0,2.0,820000.0
Ben Arous,Ben_Arous,Maison,À Vendre,189.0,2.0,3.0,236965.43759270222
Nabeul,Nabeul,Maison,À Vendre,300.0,2.0,3.0,359902.48334356106
Ben Arous,Ben_Arous,villa,À Vendre,248.0,2.0,5.0,649202.7663858866
Nabeul,Nabeul,villa,À Vendre,250.0,2.0,3.0,750000.0
Ariana,Ariana,villa,À Vendre,436.0,1.0,3.0,350000.0
Tunis,Tunis,villa,À Vendre,412.0,3.0,4.0,684104.1728435638
La Manouba,La_Manouba,villa,À Vendre,200.0,1.0,3.0,175000.0
Tunis,Tunis,Villa,À Vendre,1074.0,5.0,6.0,638854.3335680359
Tunis,Tunis,Appartement,À Vendre,380.0,2.0,4.0,450000.0
Nabeul,Nabeul,Maison,À Vendre,177.0,2.0,5.0,435083.3943478586
Nabeul,Nabeul,villa,À Vendre,300.0,1.0,4.0,734459.971349952
Tunis,Tunis,Villa,À Vendre,782.0,4.0,10.0,1000000.0
Tunis,Tunis,villa,À Vendre,340.0,1.0,1.0,571151.3444915181
Sousse,Sousse,villa,À Vendre,380.0,2.0,6.0,850000.0
Tunis,Tunis,villa,À Vendre,475.0,2.0,4.0,700000.0
Nabeul,Nabeul,Appartement,À Vendre,555.0,1.0,3.0,455365.1352710186
Nabeul,Nabeul,villa,À Vendre,306.0,4.0,3.0,697065.2676874574
Nabeul,Nabeul,Maison,À Vendre,100.0,2.0,2.0,322266.62340559904
Nabeul,Nabeul,villa,À Vendre,900.0,4.0,6.0,809971.8057169655
