Région,Localisation,Type de bien,Nature,Superficie,Salles de bains,Chambres,Prix,Date_De_Modification,Annonce
Ben Arous,N/A,Appartement,À Vendre,100,1,3,1,N/A,À vendre appartement s+3 cité olympique de rades
Ariana,N/A,N/A,À Vendre,N/A,N/A,2,105000,N/A,A VENDRE S+2 – BOURJ LOUZIR – TEL 56306032– FB.5414
Tunis,N/A,N/A,N/A,98,N/A,3,270000,N/A,A VENDRE S+3 – CITE WAHAT – TEL  56306032 – FB.6807
Ariana,N/A,N/A,À Vendre,55,1,1,180000,N/A,A VENDRE S+1 – LA SOUKRA – TEL 56306032 -FB.6968
Tunis,N/A,N/A,À Vendre,101,1,2,270000,N/A,A VENDRE S+2 – WAHAT – TEL 56306032 – FB.6946
Ariana,N/A,N/A,À Vendre,N/A,1,N/A,202000,N/A,A VENDRE S+1 – ARIANA – TEL 56306032 – FB.7094
Sousse,N/A,N/A,À Vendre,100,0,2,250000,N/A,A vendre un s+2 à hergla
Sousse,N/A,N/A,À Vendre,100,0,2,250000,N/A,A vendre un s+2 à hergla
Nabeul,N/A,N/A,À Vendre,N/A,N/A,3,375000,N/A,A vendre à Hammamet Nord un S+3 à 200 m de la plage au rez-de-chaussée avec entrée indépendante
Nabeul,N/A,Appartement,À Vendre,100,1,1,140000,N/A,Appartements à 700 mètres plage Mansourah Kelibia
Ariana,N/A,N/A,À Vendre,114,1,2,295000,N/A,Bel Apt S+2 Titré Ariana Soghra
Ariana,N/A,N/A,À Vendre,1,112,2,255000,N/A,Apt S+2 Titré Cité Ghazala
Ariana,N/A,N/A,À Vendre,75,1,2,195,N/A,Bel Apt S+2 à Vendre à Ennkhilet
Sousse,N/A,Appartement,À Vendre,100,2,2,255,N/A,Appartements à vendre direct promoteur
Ben Arous,N/A,Appartement,À Vendre,176,3,3,350000,N/A,APPARTEMENT HAUT STANDING  A EZZAHRA
Tunis,N/A,N/A,À Vendre,80,1,2,325000,N/A,À VENDRE S+2 AU LAC I
Ariana,N/A,N/A,À Vendre,84,1,1,320000,N/A,A VENDRE S+1 À CHOTRANA I
Sousse,N/A,Appartement,À Louer,75,1,2,270000,2024-12-16,Un appartement s+1 à vendre situé à corniche
Tunis,N/A,N/A,À Vendre,125,1,3,270000,2024-12-16,A VENDRE S+3 – CITE WAHAT – TEL 58713586 – FB.6807
Ben Arous,N/A,N/A,À Vendre,85,1,3,165000,2024-12-16,Appart S3 Miras à Vendre à Rades
Ariana,N/A,Appartement,À Vendre,N/A,N/A,N/A,290000,2024-12-16,a vendre appartement s+3 rénové a menzah 7
Sfax,N/A,N/A,À Vendre,69,N/A,N/A,0,2024-12-16,A vendre S+2 Nasria sfax
Ariana,N/A,Appartement,À Vendre,53,1,1,140000,2024-12-16,a vendre appartement s+1 a cité ghazela
Bizerte,N/A,Appartement,À Vendre,126,0,2,370000,2024-12-16,A Vendre Appartement Haut Standing à Ain Mariem Bizerte
Tunis,N/A,N/A,N/A,N/A,N/A,N/A,180000,2024-12-16,A VENDRE - S+1 - CITE EL WAHAT - 50362627 - FB.7136
Tunis,N/A,N/A,À Vendre,55,1,1,180000,2024-12-16,A VENDRE S+1 - CITE EL WAHAT - 50362627 - FB.7136
Ariana,N/A,Appartement,À Vendre,222,3,5,770000,2024-12-16,A vendre un appartement S+4 à Ennasr 2
Nabeul,N/A,N/A,À Vendre,122,1,2,384200,2024-12-16,"Un S+2 en cours de construction (5 éme étage), avec terrasse Vue de Mer, à AFH Mrezga Nabeul"
Tunis,N/A,Appartement,À Vendre,60,1,1,165000,2024-12-16,"A vendre appartement S1 au 3ieme étage, avec ascenseur a cité el wahatt"
Ariana,N/A,Appartement,À Louer,100,1,2,220000,2024-12-16,A vendre Appartement S+2 à Borj louzir la Soukra
Tunis,N/A,Appartement,À Vendre,172,2,4,340000,2024-12-16,A vendre un appartement s4 a l'aouina cité wahat
Sousse,N/A,Appartement,À Vendre,0,1,1,171000,2024-12-16,A VENDRE des appartements S+1 situé à cité Erriadh
Ben Arous,N/A,N/A,À Vendre,65,1,1,1,2024-12-16,À vendre S+1 HST promoteur direct à  El Mourouj 6 / 98380449
Tunis,N/A,Appartement,À Vendre,172,2,4,340000,2024-12-16,A vendre un appartement s4 a l'aouina cité wahat
Sousse,N/A,Appartement,À Vendre,0,0,0,200000,2024-12-16,"A VENDRE des appartements S+1 , S+2 direct promoteur situé à kHEZAMA OUEST"
Sousse,N/A,Appartement,À Vendre,60,0,1,102000,2024-12-16,A VENDRE un  appartement S+1 situé à Sousse ville
Tunis,N/A,Appartement,À Vendre,53,1,1,165000,2024-12-16,A vendre appartement s1 haut standing a cité el wahatt
Ben Arous,N/A,N/A,À Vendre,79,1,2,135000,2024-12-16,A vendre s+2 à nouvelle medina
Tunis,N/A,Appartement,À Vendre,90.40,1,2,0,2024-12-16,A vendre appartement s2 chez promoteur a cité el wahatt
Tunis,N/A,Appartement,À Vendre,140,2,3,320000,2024-12-16,a vendre appartement s3 avec place de parking sous sol a cité el wahatt
Tunis,N/A,N/A,À Vendre,N/A,N/A,2,210000,2024-12-16,A VENDRE - S+2 - CITE EL WAHAT - 50362627 - FB.7070
Tunis,N/A,N/A,À Vendre,53,1,2,145000,2024-12-16,A vendre s1 prés monoprix
Nabeul,N/A,N/A,À Vendre,55.09,0,1,250000,2024-12-16,A VENDRE S+1
Tunis,N/A,Appartement,À Vendre,140,2,3,360000,2024-12-16,A vendre appartement s+3 de haut standing en 2ème étage à cité el wahat
Tunis,N/A,Appartement,À Vendre,185,2,3,440000,2024-12-16,à Vendre appartement s3 à cité el Wahat
Tunis,N/A,Appartement,À Vendre,145,2,3,280000,2024-12-16,A vendre appartement s3 haut standing avec deux place parking a cite el wahatt
Tunis,N/A,Appartement,À Vendre,145,2,3,280000,2024-12-16,A vendre appartement s3 haut standing avec deux places de parking a cite el wahatt
La Manouba,N/A,Appartement,À Vendre,162,2,3,375000,2024-12-16,Appartement S+3 à Vendre
La Manouba,N/A,Appartement,À Vendre,103,1,2,225000,2024-12-16,Appartement S+2 à Vendre
Tunis,N/A,Appartement,À Vendre,90,1,2,245000,2024-12-16,A vendre appartement s2 a jardin de l'aouina
Ariana,N/A,N/A,À Vendre,N/A,N/A,1,345000,2024-12-16,Bel S+3 titré Hédi Nouira Ennasr 2
Ariana,N/A,N/A,À Vendre,120,02,02,340,2024-12-16,A vendre s+2
Ariana,N/A,N/A,À Vendre,205,3,4,600000,2024-12-16,Bel et Grand S+4 Ennasr 2
Tunis,N/A,Appartement,À Vendre,109,1,2,215000,2024-12-16,A vendre appartement s2 a cité el wahatt
Tunis,N/A,Appartement,À Vendre,109,1,2,210000,2024-12-16,A vendre appartement s2 spacieux a cité el wahatt
Ariana,N/A,N/A,À Vendre,120,2,2,175000,2024-12-16,Apt S+2 Avec Titre Foncier Ariana
Tunis,N/A,Appartement,À Vendre,97,1,2,215000,2024-12-16,A vendre appartement s2 a cité el wahatt
Tunis,N/A,Appartement,À Vendre,150,2,N/A,408000,2024-12-16,A vendre appartement S+3 neuf de 150m²  à Ain zaghouan
Tunis,N/A,Appartement,À Vendre,109,1,2,215000,2024-12-16,A vendre appartement s2 spacieux a cité el wahatt
Tunis,N/A,Appartement,À Vendre,147.6,2,3,370000,2024-12-16,A vendre appartement S+3 haut standing avec place de parking sous sol à Jardins de l’Aouina
Tunis,N/A,N/A,À Vendre,64,1,1,205000,2024-12-16,A VENDRE S+1 – AIN ZAGHOUAN SUD – TEL 58258423 – FB.7196
Tunis,N/A,N/A,À Vendre,55,5,1,180000,2024-12-16,A VENDRE S+1 – CITE EL WAHAT – TEL 58258514 – FB.7209
Tunis,N/A,N/A,À Vendre,150,1,3,350000,2024-12-16,A VENDRE S+3 – WAHAT -  TEL 58258423 – FB.7152
Tunis,N/A,N/A,À Vendre,182,1,3,445000,2024-12-16,A VENDRE S+3 – WAHAT – TEL 58258423 – FB.7151
Tunis,N/A,N/A,À Vendre,98,1,3,270000,2024-12-16,A VENDRE S+3 – CITE WAHAT – TEL 58258423 – FB.6807
Tunis,N/A,N/A,À Vendre,132,2,3,320000,2024-12-16,A VENDRE S+3 – EL AOUINA – TEL 58258423 – FB.6036
Tunis,N/A,N/A,À Vendre,140,1,3,0,2024-12-16,A VENDRE S +3 REZ À CHAUSSEE FOUCHANA BEN AROUS TUNIS MOUROUJ DMAX TOYOTA HILUX
Nabeul,N/A,N/A,À Vendre,230,2,4,660000,2024-12-16,A Vendre : Un S+4 avec une belle vue dégagée sur Mer à AFH Mrezga Nabeul
Tunis,N/A,Appartement,À Vendre,60,1,1,164999,2024-12-16,A vendre appartement s1 a cité el wahatt
Sousse,N/A,Appartement,À Vendre,73,1,1,250000,2024-12-16,APPARTEMENTS DIRECT PROMOTEUR A VENDRE A KANTAOUI SOUSSE
Sousse,N/A,Appartement,À Vendre,118,2,2,326000,2024-12-16,APPARTEMENT S+2 DIRECT PROMOTEUR A SAHLOUL 4
Sousse,N/A,Appartement,À Vendre,97,1,1,250000,2024-12-16,APPARTEMENT S+1 TRÈS SPACIEUX A VENDRE A SAHLOUL 4
Tunis,N/A,N/A,À Vendre,195.5,3,4,365000,2024-12-16,A VENDRE S+4 – CITE EL WAHAT – TEL 58713586 – FB.6505
Tunis,N/A,N/A,À Vendre,120,1,2,290000,2024-12-16,A VENDRE S+2 – CITE WAHAT – TEL 58713586 – FB.7150
Tunis,N/A,Appartement,À Vendre,127,1,2,465000,2024-12-16,Appartement S+2 à vendre à L'Aouina
Tunis,N/A,Appartement,À Vendre,107,1,1,319000,2024-12-16,Appartement S+1 à vendre avec jardin à L'Aouina
Sfax,N/A,Appartement,À Vendre,85,1,0,0,2024-12-16,appartement à vendre
Tunis,N/A,Appartement,À Vendre,71,1,1,260000,2024-12-16,Appartement S+1 à vendre à l'Aouina
Tunis,N/A,Appartement,À Vendre,125,1,1,363000,2024-12-16,Appartement S+2 direct promoteur à vendre à l'aouina
Ariana,N/A,Appartement,À Vendre,129,0,1,410000,2024-12-16,Appartement S+2 direct promoteur à vendre
Tunis,N/A,Appartement,À Vendre,50,0,1,195000,2024-12-16,Appartement S+1 Direct Promoteur à vendre à l'aouina
Tunis,N/A,Appartement,À Vendre,70,0,1,220000,2024-12-16,Appartement S+1 à vendre à L'Aouina
Tunis,N/A,N/A,À Vendre,178,2,3,470000,2024-12-16,Penthouse S+3 Vide à vendre à l'aouina
Tunis,N/A,N/A,À Vendre,94,1,2,240000,2024-12-16,À vendre S+2 L'aouina
Ariana,N/A,N/A,À Vendre,300,1,3,870000,2024-12-16,Triplex S+5 à Vendre à La Soukra
Tunis,N/A,N/A,À Vendre,67,1,1,227000,2024-12-16,A vendre s+1
Tunis,N/A,Appartement,À Vendre,154,1,2,420000,2024-12-16,Appartement S+3 Vide à vendre
Tunis,N/A,Appartement,À Vendre,155,0,3,294998,2024-12-16,Appartement S+3 à vendre l'aouina
Ben Arous,N/A,Appartement,À Vendre,60,1,1,80000,2024-12-16,A vendre appartement s+1 au 4 eme etage sans ascenseur a nouvelle madina avec meuble
Tunis,N/A,N/A,À Vendre,119,2,2,0,2024-12-16,À vendre S+2 L'aouina
Ben Arous,N/A,Appartement,À Vendre,104,1,2,0,2024-12-16,à vendre un appartement s+2 aéré & ensoleillé au 2éme étage à El Mourouj 5
Ariana,N/A,Appartement,À Vendre,140,0,3,640000,2024-12-16,Un Appartement S+3 à vendre à La Soukra
Ben Arous,N/A,N/A,À Vendre,16,1,1,40000,2024-12-16,A vendre un #Studio  S0 RDC  à El Mourouj 5.
Ben Arous,N/A,Appartement,À Vendre,92,1,2,220000,2024-12-16,à vendre un appartement s+2 haut standing - RDC - à El Mourouj 6.
Ben Arous,N/A,Appartement,À Vendre,153,2,2,255000,2024-12-16,à vendre un appartement s+2 haut standing avec jardin indépendant à El Mourouj 6.
Ben Arous,N/A,Appartement,À Vendre,117,2,2,0,2024-12-16,à vendre un appartement s+2 très haut standing à El Mourouj6.
Ben Arous,N/A,N/A,À Vendre,104,1,2,0,2024-12-16,A  Vendre bel appart S+2  à  El  Mourouj 5.
Ben Arous,N/A,N/A,À Louer,84,1,2,0,2024-12-16,A vendre Appart s+2 RDC A El Mourouj 5
Tunis,N/A,Appartement,À Vendre,111,2,3,0,2024-12-16,A El Ouardia à vendre un appartement s+3 très propre - en face battoir.
Tunis,N/A,N/A,À Vendre,80,1,N/A,179,2024-12-16,a vendre
Ben Arous,N/A,Appartement,À Vendre,156,2,3,1,2024-12-16,vente appartement 156 m2
Monastir,N/A,Appartement,À Vendre,66,1,2,185000,2024-12-16,Appartement S+2 à vendre
Monastir,N/A,Appartement,À Vendre,48,1,1,152000,2024-12-16,Appartement S+1 à vendre
Monastir,N/A,Appartement,À Vendre,132,2,3,338000,2024-12-16,Appartement S+3 à vendre
Tunis,N/A,N/A,À Vendre,165,2,4,330000,2024-12-16,belle apartement
Tunis,N/A,Appartement,À Vendre,100,1,2,125000,2024-12-16,A vendre appartement S+2 l'Aouina
Tunis,N/A,Appartement,À Vendre,105,1,3,95000,2024-12-16,appartement à vendre
La Manouba,N/A,N/A,À Vendre,125,2,3,230000,2024-12-16,S+3 à vendre à MAnnouba
Tunis,N/A,Appartement,À Vendre,110,1,3,250000,2024-12-16,Appartement à vendre à El Manar 1
Tunis,N/A,N/A,À Vendre,130,2,3,380,2024-12-16,bel apt s+3 titré a vendre a menzah 1
Nabeul,N/A,Appartement,À Vendre,120,1,2,235000,2024-12-16,Appartements 120 m² à Fatha 2 Kelibia
Tunis,N/A,N/A,À Vendre,101,1,4,200000,2024-12-16,appt s3  100m2 titre bleu a cite rommana
Ariana,N/A,Appartement,À Vendre,162,3,3,640000,2024-12-15,À vendre Appartement en S+3 à La Soukra
Ariana,N/A,N/A,À Vendre,165,3,3,495000,2024-12-15,À vendre S3 Direct promoteur
Ariana,N/A,Appartement,À Vendre,210,2,4,650000,2024-12-15,A VENDRE UN APPARTEMENT S+4 AVEC JARDIN
Ariana,N/A,N/A,À Vendre,190,2,3,810000,2024-12-15,A VENDRE DUPLEX S+4 À CHOTRANA I
Ariana,N/A,N/A,À Vendre,214,2,3,635000,2024-12-15,A VENDRE S+3 SUPERFICIE 214 M² À CHOTRANA 1
Ariana,N/A,N/A,À Vendre,228,2,3,650000,2024-12-15,A VENDRE S+3 D'UN SUPERFICIE 228 M² À CHOTRANA
Sousse,N/A,Appartement,À Vendre,1,0,2,189000,2024-12-15,Superbes Appartements à vendre
Ariana,N/A,N/A,À Vendre,188,2,3,830000,2024-12-15,A VENDRE DUPLEX S+3  NEUF À CHOTRANA 1
Ariana,N/A,N/A,À Vendre,228,2,3,650000,2024-12-15,A VENDRE S+3 D'UN SUPERFICIE 228 M² À CHOTRANA
Ben Arous,N/A,Appartement,À Vendre,120,2,3,270000,2024-12-15,appartement RDC Yasminette
Ben Arous,N/A,Appartement,À Vendre,135,1,3,235000,2024-12-15,vendre appartement s3
Ben Arous,N/A,Appartement,À Vendre,100,1,1,198000,2024-12-15,vendre appartement s1
Tunis,N/A,Appartement,À Vendre,95,1,2,150000,2024-12-15,a vendre centre ville appartement s2
Ariana,N/A,Appartement,À Vendre,125,1,1,389000,2024-12-15,Appartement s+3 a vendre à Ennaser
Ariana,N/A,Appartement,À Vendre,100,1,2,1,2024-12-15,à vendre appartement S+2 Menzah 7
Tunis,N/A,Appartement,À Vendre,120,1,5,220000,2024-12-15,Spacieux appartement
Tunis,N/A,N/A,À Vendre,150,1,3,340000,2024-12-15,à vendre app s3 à l'Aouina-Wahat
Tunis,N/A,Appartement,À Vendre,70,1,2,65000,2024-12-15,Appartement S+2 à vendre
Tunis,N/A,Appartement,À Vendre,98,2,2,250000,2024-12-15,Appartement S+2 a vendre
Tunis,N/A,Appartement,À Vendre,154,2,3,370000,2024-12-15,A vendre un appartement s3 direct promoteur a l’aouina citè wahat wahat
Tunis,N/A,Appartement,À Vendre,100,1,4,280000,2024-12-15,à vendre un appartement de type S+4 à manar 1
Ben Arous,N/A,N/A,À Vendre,85,1,1,210000,2024-12-15,A VENDRE
Nabeul,N/A,Appartement,À Vendre,75,1,1,72000,2024-12-15,A VENDRE un appartement à Nabeul centre ville
Tunis,N/A,Appartement,À Vendre,138,2,3,280000,2024-12-15,"A vendre un appartement S+3 à cité wahat , laouina"
Sousse,N/A,Appartement,À Vendre,163,1,2,310000,2024-12-15,appartements 163 m2 à vendre à Tantana Chatt Mariem
Sousse,N/A,Appartement,À Vendre,163,1,2,310000,2024-12-15,appartements 163 m2 à vendre à Tantana Chatt Mariem
Tunis,N/A,Appartement,À Vendre,72,1,1,320000,2024-12-15,A vendre un appartement S+1 aux jardins de Carthage
Ariana,N/A,N/A,À Vendre,N/A,N/A,2,290000,2024-12-15,A vendre S+2 cité Ennasr1
Nabeul,N/A,Appartement,À Vendre,93,1,2,0,2024-12-15,A VENDRE Un appartement S+2 situé à Mrezga 21256909
Tunis,N/A,Appartement,À Vendre,160,2,3,480000,2024-12-15,A vendre un appartement s+3 à gammarth
Tunis,N/A,N/A,À Vendre,120,2,2,335000,2024-12-15,A vendre S+2 haut standing à cité Wahat
Tunis,N/A,Appartement,À Vendre,147.6,2,3,370000,2024-12-15,A vendre appartement S+3 haut standing avec place de parking sous sol à Jardins de l’Aouina
Ariana,N/A,Appartement,À Vendre,146,2,3,340000,2024-12-15,A vendre un appartement en S+4 de 146m² à Ennasr
Ariana,N/A,N/A,À Vendre,97,1,2,285000,2024-12-15,A vendre un S+2 de 97m² Net  à Ennasr
Nabeul,N/A,Appartement,À Vendre,100,1,1,140000,2024-12-15,Appartements à 700 mètres plage Mansourah Kelibia
Tunis,N/A,Appartement,À Vendre,145,2,3,280000,2024-12-15,A vendre appartement s3 deux places place de parking a cité el wahatt
Tunis,N/A,Appartement,À Vendre,107,1,2,255000,2024-12-15,A vendre appartement s2 haut standing a jardin de l'aouina
Tunis,N/A,Appartement,À Vendre,140,2,3,320000,2024-12-15,a vendre appartement s3 avec place de parking sous sol a cité el wahatt
Tunis,N/A,Appartement,À Vendre,145,2,3,280000,2024-12-14,a vendre appartement s3 avec deux places de parking sous sol a cité el wahatt
Tunis,N/A,Appartement,À Vendre,109,1,2,215000,2024-12-14,A vendre appartement s2 spacieux a cite el wahatt
Ariana,N/A,N/A,À Vendre,1,1,1,4200,2024-12-14,a vendre des s+1 s+2 s+3 très HTS neuf direct promoteur  résidence R+3 a cité ennaser
Nabeul,N/A,N/A,À Vendre,200,3,2,,2024-12-14,A vendre S2 de 200m² pieds dans l'eau vue mer à Hammamet
Tunis,N/A,villa,À Vendre,800,5,6,0,2024-12-14,a vendre une villa de maitre 3 niveaux de 800m2 a manzah 1
Tunis,N/A,N/A,À Vendre,127,1,2,400000,2024-12-14,A VENDRE S+2 – AL WAHAT –53672333 – FB.7054
Ariana,N/A,villa,À Vendre,380,3,4,989999,2024-12-14,A VENDRE VILLA – SOUKRA – TEL 53672333– FB.7059
Tunis,N/A,N/A,À Vendre,65,1,-1,230000,2024-12-14,A VENDRE S+1 – CITE EL WAHAT – 53672333– FB.7099
Ariana,N/A,Appartement,À Vendre,113,2,2,335000,2024-12-14,a vendre appartement s+2 avec parking sous-sol haut standing a cité ennaser
Tunis,N/A,N/A,À Louer,138,2,3,290000,2024-12-14,A VENDRE S+3 – CITE WAHAT – TEL 53672333– FB.6214
Tunis,N/A,N/A,À Vendre,55,1,1,184997,2024-12-14,A VENDRE S+1- CITE EL WAHAT – TEL 53672333– FB.6916
Nabeul,N/A,Appartement,À Vendre,100,1,2,220000,2024-12-14,Appartements à 500  de plage à jinan el mansourah kelibia
Nabeul,N/A,Appartement,À Vendre,300,1,2,1,2024-12-14,appartement à vendre à yasmine hammamet
Nabeul,N/A,N/A,À Vendre,68,1,1,277000,2024-12-14,"A Vendre un S+1, en cours de construction, dans une résidence avec piscine à AFH Mrezga Nabeul."
Tunis,N/A,N/A,À Vendre,80,1,2,250000,2024-12-14,A VENDRE S+2 – WAHAT – TEL 58713586 – FB.7218
Mahdia,N/A,Appartement,À Vendre,96,01,02,276000,2024-12-14,A vendre : appartement S+2 à zone touristique Mahdia
Nabeul,N/A,N/A,À Vendre,74,1,1,270000,2024-12-14,S+1 Vu Piscine à Vendre dans une belle résidence récemment construite avec piscine à AFH2 Mrezga Nabeul
Nabeul,N/A,N/A,À Vendre,70,1,1,270000,2024-12-14,S+1 Vu Piscine à Vendre dans une belle résidence avec piscine et salle de sport à AFH2 Mrezga Nabeul
Ben Arous,N/A,Appartement,À Vendre,81,2,2,255000,2024-12-14,"Appartement "" Le Feu vert """
Ariana,N/A,N/A,À Vendre,N/A,1,N/A,120000,2024-12-14,A VENDRE S0 – SOUKRA – TEL 56306032– FB.6350
Ben Arous,N/A,N/A,À Vendre,80,1,2,0,2024-12-14,Appart A vendre
Nabeul,N/A,N/A,À Vendre,153,0,3,384997,2024-12-14,"À vendre: S+3 de 153m²avec terrasse de 15m² à cité el wafa,Nabeul."
Nabeul,N/A,N/A,À Vendre,190,0,3,510000,2024-12-14,"À vendre: S+3 de 140m² avec une terrasse de 50m² à Cité El Wafa, Nabeul."
Nabeul,N/A,N/A,À Vendre,97,1,2,400000,2024-12-14,A Vendre : S+2 haut standing Vue piscine dans une résidence gardée avec ascenseur et double piscine à AFH2 Mrezga Nabeul.
Sfax,N/A,N/A,À Vendre,116,2,3,250000,2024-12-14,"à vendre s+3+place parking 
lafrane klm 6.5"
Sousse,N/A,Appartement,À Vendre,63,1,1,210,2024-12-14,appartement
Tunis,N/A,Appartement,À Vendre,80,1,2,105000,2024-12-14,appartement s+2
Tunis,N/A,Appartement,À Vendre,N/A,N/A,N/A,215000,2024-12-14,Appartement  place Barcelone rénové
Sousse,N/A,Appartement,À Vendre,97,1,3,420000,2024-12-14,A vendre appartement S+3 vue mer à Corniche Sousse
Nabeul,N/A,Appartement,À Vendre,101,1,3,330000,2024-12-14,"À Vendre : Appartement S+2 avec Balcon, à Hammamet el mrezgua"
Tunis,N/A,Appartement,À Vendre,93,1,4,110000,2024-12-14,Un Appartement
Ben Arous,N/A,Appartement,À Vendre,82,1,3,120000,2024-12-14,Appartement mourouj 5
Tunis,N/A,Appartement,À Vendre,128,1,2,240000,2024-12-14,À vendre un appartement S2 à Carthage Byrsa
Ariana,N/A,Appartement,À Vendre,134,1,2,320000,2024-12-14,A vendre un appartement en S+2 de 134m² avec une terrasse de 140m² à Ennaser
Nabeul,N/A,N/A,À Vendre,98,2,1,400000,2024-12-14,Un S+2 en cours de construction à Vendre dans une résidence avec piscine à AFH Mrezga Nabeul
Tunis,N/A,N/A,À Vendre,80,1,2,250000,2024-12-14,A VENDRE S+2 – WAHAT – TEL 58258423 – FB.7218
Ben Arous,N/A,Appartement,À Vendre,90,1,2,130000,2024-12-14,A vendre appartement s2 rénové au 4 éme étage sans ascenseur a cité Ezahra lycée
Tunis,N/A,N/A,À Louer,N/A,1,N/A,250000,2024-12-14,A VENDRE S+2 – WAHAT – TEL  56306032 – FB.7218
Tunis,N/A,N/A,À Vendre,109,2,2,724000,2024-12-14,A vendre un S2 neuf aux jardins de carthage
Ariana,N/A,Appartement,À Vendre,60,1,1,190000,2024-12-14,A vendre un appartement en S+1 de 60m² à Ennasr
Tunis,N/A,N/A,À Vendre,N/A,N/A,1,227000,2024-12-14,A VENDRE S+1 – CITE EL WAHAT – 58713586 – FB.7099
Mahdia,N/A,Maison,À Vendre,83,1,2,170,2024-12-14,appartement s2/S3 (maison a vendre)
Ariana,N/A,N/A,À Vendre,40,1,1,185000,2024-12-14,A vendre un S+1 à Jardins Menzah 2
Ariana,N/A,Appartement,À Louer,80,1,1,409000,2024-12-14,A vendre appartement S2 à la Nouvelle Soukra
Mahdia,N/A,N/A,À Vendre,120,1,3,240000,2024-12-14,𝘼 𝙑𝙚𝙣𝙙𝙧𝙚 𝘿𝙚𝙨 𝘼𝙥𝙥𝙖𝙧𝙩𝙚𝙢𝙚𝙣𝙩𝙨 𝙎+3 𝘿𝙞𝙧𝙚𝙘𝙩𝙚𝙢𝙚𝙣𝙩 𝙋𝙧𝙤𝙢𝙤𝙩𝙚𝙪𝙧
Tunis,N/A,Appartement,À Vendre,100,1,3,0,2024-12-14,Vente appartement
Tunis,N/A,N/A,À Vendre,N/A,1,N/A,320000,2024-12-14,A VENDRE S+3 – EL AOUINA – TEL 56306032 – FB.7215
Tunis,N/A,N/A,À Louer,N/A,N/A,2,280000,2024-12-14,A VENDRE - S+2 - CITE EL WAHAT - 50362627 - FB.6460
Sousse,N/A,Appartement,À Vendre,71,0,1,350000,2024-12-14,Bel Appartement à chot mariem
Tunis,N/A,N/A,À Louer,139,2,3,350000,2024-12-14,A VENDRE S+3 – WAHAT – TEL 51004658 – FB.7008
Ben Arous,N/A,Appartement,À Vendre,116,2,2,260000,2024-12-14,Vente coquet appartement S+2 à Boumhel Bassatine
Ben Arous,N/A,Appartement,À Vendre,156,1,3,1,2024-12-14,Vente Coquet appartement S+3 à médina Jadida 3
Ben Arous,N/A,Appartement,À Vendre,79,1,2,135000,2024-12-14,Vente appartement S+2 à Médina Jadida 3
Tunis,N/A,N/A,À Vendre,85,1,1,400000,2024-12-14,Appart S1 Arash à Vendre à Ain Zaghoun Nord
Tunis,N/A,N/A,À Louer,43,1,1,250000,2024-12-14,S0 Fredzia à Vendre à Ain Zaghouan Nord
Tunis,N/A,N/A,N/A,N/A,N/A,N/A,255000,2024-12-14,A vendre S+2 L'Aouina à ne pas rater
Ben Arous,N/A,Appartement,À Vendre,168,2,4,440000,2024-12-13,Appartement S+4 à vendre
Ben Arous,N/A,Appartement,À Vendre,85,1,2,150000,2024-12-13,Appartement S+2 à vendre
Ben Arous,N/A,Appartement,À Vendre,75,1,2,160000,2024-12-13,Appartement S+2 à vendre
Ben Arous,N/A,Appartement,À Vendre,72,1,2,110000,2024-12-13,Appartement S+2 à vendre
Sousse,N/A,Appartement,À Vendre,110,0,2,265000,2024-12-13,A vendre appartement S+2 à Hammam Sousse
Sousse,N/A,Appartement,À Vendre,80,0,2,282000,2024-12-13,A vendre appartement S+2 à Kantaoui
Ben Arous,N/A,N/A,À Vendre,70,1,2,120000,2024-12-13,Appart S2 Rose à Vendre à Ezzahra
Sousse,N/A,Appartement,À Vendre,108,1,-1,350,2024-12-13,appartement
Nabeul,N/A,Appartement,À Vendre,114,1,2,400000,2024-12-13,Appartement Hkimi
Tunis,N/A,N/A,À Vendre,55,1,1,179998,2024-12-13,A VENDRE S+1 – CITE EL WAHAT – TEL 58258514 – FB.7209
Ariana,N/A,N/A,À Vendre,73,1,1,200000,2024-12-13,A Vendre Un S+1 de 73m² avec une terrasse à Ennasr 2
Sousse,N/A,villa,À Vendre,260,0,3,470000,2024-12-13,Duplex en étage de villa avec possibilité de RDC
Tunis,N/A,N/A,À Vendre,112,1,2,530000,2024-12-13,A VENDRE S+2 – JARDINS DE CARTHAGE – TEL 58713586 – FB.6078
Ben Arous,N/A,N/A,À Vendre,102,2,2,250000,2024-12-13,A vendre s+2 avec place parking sous sol médina jadida
Sfax,N/A,Appartement,À Vendre,171,3,4,360,2024-12-13,appartement s+4
La Manouba,N/A,Appartement,À Vendre,112,1,3,225000,2024-12-13,Appartement S+3 à Vendre
Ben Arous,N/A,N/A,À Vendre,59,1,1,80000,2024-12-13,A vendre s+1 à médina jadida
Ben Arous,N/A,N/A,À Vendre,121,2,3,270000,2024-12-13,A vendre s+3 avec place parking à médina jadida
Tunis,N/A,N/A,À Vendre,N/A,N/A,2,260000,2024-12-13,A VENDRE - S+2 - CITE EL WAHAT - 50362627 - FB.6458
Ben Arous,N/A,Appartement,À Vendre,115,2,3,170000,2024-12-13,A vendre un appartement s3 à nouvelle médina
